"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MSSubClass","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SalePrice"
393,-0.37114851867897,-0.637107762558204,-0.77229463778283,1.28886090011906,-0.405717659900586,-1.20849560053938,-0.24468703690091,-0.988032765748344,-1.27474434961362,-2.44245901077269,-0.145333825778308,-0.784503797846999,0.0934815437362237,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.677897681829153,-1.0062855023758,-0.831596633130379,-0.130790275289642,-0.152167027978576,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","None","TA","Slab","None","None","None","TA","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y",5.02734960777476
394,-0.0806020160417861,-0.462179042072795,-1.48317613302187,-0.507415853654135,-1.0000322300027,-1.63927721333739,-0.24468703690091,-0.389177177411971,-0.0875681191903153,-0.607647926814984,-0.0179181342380732,-0.784503797846999,0.155135701966082,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-1.56497629301689,2.17726005343171,-0.792151420392515,-2.31963441084569,-2.20104455196563,-0.130790275289642,-0.152167027978576,"30","RL","Reg","Lvl","BrkSide","1Fam","1Story","WdShing","Wd Shng","None","TA","CBlock","TA","No","Rec","TA","Y","FuseA","TA","Typ","TA","None","None","None","None","Y",5
395,-0.37114851867897,-3.15695518965435,-0.77229463778283,0.390722523232461,-1.03304970611949,-1.63927721333739,-0.24468703690091,-0.988032765748344,0.396854365637587,-0.731055271294373,0.0402657688632875,-0.0861009309544258,-0.0295231004080864,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.925705063955099,-0.924604452482965,-1.40150469273045,-1.0062855023758,-1.08312788352869,-0.130790275289642,-0.90881059936696,"50","RL","Reg","Lvl","OldTown","1Fam","1.5Fin","MetalSd","MetalSd","None","TA","CBlock","TA","No","Unf","Gd","Y","FuseA","TA","Typ","None","Detchd","Unf","TA","TA","Y",5.03742649794062
396,-1.18500811975579,-1.13780222926126,-0.77229463778283,0.390722523232461,-0.504770088250939,-1.35208947147205,-0.24468703690091,0.67570512816361,-0.353659343250712,0.221276877612608,-1.44927626030104,-0.784503797846999,-0.146964680890054,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,-0.792151420392515,-1.0062855023758,0.575115174652771,-0.406463434166917,-0.152167027978576,"20","RL","Reg","Lvl","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","Av","BLQ","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y",5.11058971029925
397,-0.37114851867897,-0.424221736321631,-0.77229463778283,-0.507415853654135,0.0235095296176108,-0.586255493164487,-0.24468703690091,0.761255926497377,-1.00865312555323,-0.360833237856207,-0.164661000284141,-0.784503797846999,0.0849412933208174,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,-0.924604452482965,0.312301385719988,0.307063406094092,0.59374711912672,-0.0180891299586516,-0.152167027978576,"20","RL","Reg","Low","CollgCr","1Fam","1Story","MetalSd","MetalSd","None","TA","CBlock","TA","Av","Rec","TA","Y","SBrkr","TA","Typ","None","Detchd","RFn","TA","TA","Y",5.0899051114394
398,-1.69262802595715,-0.486041559826141,-0.77229463778283,-0.507415853654135,-0.306665231550233,-1.06490172960672,0.0197806075784799,0.227689105310459,-0.537876344523294,-0.430686451712465,-0.135983492996471,1.40180082894714,-0.199695055668458,-0.819697799404456,0.78310230789909,-0.755481188974221,1.38507337327525,-0.68248589225447,0.992108623230287,0.626327800474372,-0.563643943265791,-1.0062855023758,-0.971336216684997,-0.130790275289642,0.254933679168276,"60","RL","Reg","Lvl","NAmes","1Fam","2Story","VinylSd","VinylSd","BrkFace","TA","CBlock","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y",5.2291697025391
399,-0.37114851867897,-0.823395898615453,-0.77229463778283,-3.20183098431392,-1.69339922845518,-1.63927721333739,-0.24468703690091,-0.988032765748344,0.910842542027755,-0.204827726910564,-0.67892563585898,-0.784503797846999,-0.0717349434454767,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,-0.924604452482965,-2.16319628315286,-1.0062855023758,-0.62664524391694,-0.130790275289642,-0.152167027978576,"30","RM","Reg","Lvl","IDOTRR","1Fam","1Story","MetalSd","MetalSd","None","TA","BrkTil","Fa","No","Unf","Gd","Y","Mix","TA","Maj2","None","Detchd","Unf","Po","Po","N",4.82607480270083
400,-0.698178721688021,-0.588332057299151,0.649468352695249,-0.507415853654135,1.14610371758828,1.08900633438331,-2.08620912510927,0.840052714436374,-0.637944839041734,0.100197973595095,-0.925913918054952,0.23857464930667,-0.982379847894361,1.08856914462012,0.78310230789909,-0.755481188974221,-1.04515762211958,-0.68248589225447,0.352837394168492,-0.924604452482965,1.15016213518465,0.307063406094092,-0.160846632068215,-0.130790275289642,0.254933679168276,"60","FV","Reg","Lvl","Somerst","1Fam","2Story","CemntBd","CmentBd","Stone","Gd","PConc","Gd","No","GLQ","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y",5.38201704257487
401,0.151014424851454,-0.209118448875921,1.36034984793429,-0.507415853654135,0.815928956420435,0.562495474296863,-0.24468703690091,0.781517957681691,-0.196733749574068,0.491375971190139,-0.470789326785944,-0.784503797846999,-0.373537168065964,1.08856914462012,-1.02696855750633,1.2334525910238,-2.260273119817,-0.68248589225447,-1.56497629301689,2.17726005343171,0.731231760452316,0.307063406094092,0.127948507277994,-0.681082795265668,-0.589299445636619,"120","RL","IR2","Lvl","Veenker","TwnhsE","1Story","BrkFace","BrkFace","None","Gd","PConc","Gd","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y",5.39005149645899
402,-0.698178721688021,-0.754993112360314,0.649468352695249,-0.507415853654135,1.11308624147149,0.993277087094869,-0.24468703690091,-0.934000682590175,1.64998483108441,0.607797994283902,-0.40303745365345,-0.784503797846999,-0.421537794575323,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,1.0739929761424,0.307063406094092,-0.337850104570731,-0.130790275289642,-0.152167027978576,"20","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","None","Gd","PConc","Gd","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y",5.21745762253858
403,-0.37114851867897,-2.11029424706871,-0.77229463778283,2.18699927700565,-1.03304970611949,0.610360097941086,-0.24468703690091,-0.988032765748344,0.253574475758911,-0.877747020392515,0.100602625058716,-0.784503797846999,0.22083579227489,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-1.56497629301689,-0.924604452482965,-1.40150469273045,-1.0062855023758,-1.08312788352869,-0.230801374758547,-0.152167027978576,"30","RL","Reg","Lvl","Sawyer","1Fam","1Story","Wd Sdng","Wd Sdng","None","TA","PConc","TA","No","Unf","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","N",5.03342375548695
404,0.0253587047647898,-0.60232670726344,1.36034984793429,-0.507415853654135,0.881963908654004,0.658224721585309,0.488219139019973,-0.988032765748344,1.32021365596683,0.214291556226983,-1.72198948280328,1.78019970666151,0.187242024778957,-0.819697799404456,0.78310230789909,1.2334525910238,1.38507337327525,-0.68248589225447,2.27065108135388,0.626327800474372,0.807400919494558,0.307063406094092,-0.244690382200986,-0.400025574285783,0.0523648817858795,"60","RL","Reg","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","No","Unf","Gd","Y","SBrkr","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y",5.41161970596323
405,-1.6068912670347,-1.54115216661218,-0.0614131425437907,-0.507415853654135,0.782911480303651,0.562495474296863,-0.24468703690091,-0.988032765748344,0.558328527246887,-0.56573599850123,-0.0395956678840243,1.0047155869012,-0.828524100723166,-0.819697799404456,0.78310230789909,1.2334525910238,0.169957875577836,-0.68248589225447,0.352837394168492,0.626327800474372,0.693147180931196,0.307063406094092,-0.463615729769887,-0.130790275289642,-0.964708964059822,"60","RL","IR1","Lvl","Gilbert","1Fam","2Story","MetalSd","MetalSd","None","TA","PConc","Gd","No","Unf","Gd","Y","SBrkr","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y",5.22530928172586
406,-0.602387412066145,-1.72093775223033,-1.48317613302187,-1.40555423054073,0.155579434084748,0.418901603364194,-0.24468703690091,1.52445910110651,-0.899487495169475,0.540273220889519,0.0791721810365152,-0.784503797846999,-0.61081337489798,1.08856914462012,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.992108623230287,0.626327800474372,0.616978021888954,0.307063406094092,0.0813686460931218,-0.681082795265668,-0.33942520340515,"20","RL","IR1","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","None","TA","CBlock","TA","No","BLQ","Ex","Y","SBrkr","TA","Min1","TA","Attchd","Unf","TA","TA","Y",5.17609125905568
407,-0.0806020160417861,-1.3602914891238,-0.0614131425437907,-0.507415853654135,-1.16511961058663,-1.63927721333739,-0.24468703690091,-0.988032765748344,1.14509379055956,0.0350016406625875,-1.66628801206316,-0.784503797846999,-0.547833157140177,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,-1.55384301081493,-1.0062855023758,-1.08312788352869,-0.130790275289642,-0.152167027978576,"50","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","MetalSd","MetalSd","None","TA","BrkTil","TA","No","Unf","Ex","Y","FuseA","TA","Maj2","None","Detchd","Unf","TA","TA","Y",5.06069784035361
408,-0.537003393873393,-0.157161957128469,-0.0614131425437907,1.28886090011906,-1.8584866090391,-0.394796998587595,-0.24468703690091,-0.988032765748344,0.635654182102045,-0.486569022797471,-0.0837518135552576,1.17756445696826,-0.436806007670436,-0.819697799404456,0.78310230789909,-0.755481188974221,1.38507337327525,-0.68248589225447,0.992108623230287,-0.924604452482965,-0.639813102308032,-1.0062855023758,-0.766384827471558,-0.130790275289642,-0.152167027978576,"70","RL","Reg","Lvl","Crawfor","1Fam","2Story","Wd Sdng","Plywood","None","TA","BrkTil","Gd","No","Unf","Ex","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y",5.24797326636181
409,0.250520291627731,-0.28884816541879,0.649468352695249,-0.507415853654135,1.14610371758828,1.04114171073909,0.144405761395442,-0.988032765748344,1.14281950659323,0.0326732002007123,-0.647777276767111,1.78720709328586,0.132221192416124,-0.819697799404456,0.78310230789909,1.2334525910238,0.169957875577836,-0.68248589225447,1.63137985229208,0.626327800474372,1.11207755566352,1.62041231456399,2.2100683022418,-0.109337320059484,-0.658939869068217,"60","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Ex","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.44715803134222
410,-0.154909457027975,-1.07257337992691,1.36034984793429,-0.507415853654135,1.17912119370506,1.13687095802754,-2.08620912510927,0.788271968076462,-0.71754477786322,-0.0348515731936703,-0.553573337459914,1.61669401876024,0.0669630013425661,1.08856914462012,0.78310230789909,1.2334525910238,0.169957875577836,-0.68248589225447,0.992108623230287,0.626327800474372,1.18824671470577,1.62041231456399,1.69303184308971,-0.130790275289642,-0.0886998158954198,"60","FV","Reg","Lvl","Somerst","1Fam","2Story","VinylSd","VinylSd","Stone","Gd","PConc","Ex","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y",5.53115946540453
411,-1.18500811975579,-1.13780222926126,-0.77229463778283,-2.30369260742733,-0.43873513601737,-1.25636022418361,-0.24468703690091,-0.988032765748344,1.62724199142113,0.528631018580143,-0.512746459717639,-0.784503797846999,-0.34943158450447,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.715982261350274,-1.0062855023758,-0.570749410495093,-0.130790275289642,-0.152167027978576,"20","RL","Reg","Lvl","Edwards","1Fam","1Story","BrkComm","Brk Cmn","None","TA","CBlock","TA","No","Unf","TA","Y","FuseA","TA","Mod","None","Attchd","Unf","TA","TA","Y",4.77815125038364
412,0.138382412154842,0.496867038401028,-0.77229463778283,-0.507415853654135,-0.537787564367723,-1.39995409511628,-0.24468703690091,1.38937889321109,-1.27474434961362,0.0163741169675855,-0.578469874066716,-0.784503797846999,-0.0506070954601928,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.830235999913636,0.307063406094092,0.463323507809076,0.129192038203132,-0.152167027978576,"190","RL","Reg","Bnk","Gilbert","2fmCon","1Story","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","Mn","Rec","TA","N","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y",5.16136800223498
413,-0.0576797558227794,-0.133843819385268,0.649468352695249,-0.507415853654135,1.24515614593863,1.18473558167176,0.268234111335766,0.313239903644226,0.75391694835111,0.980348468183943,-0.080191647004055,-0.784503797846999,-1.38981658658949,1.08856914462012,0.78310230789909,1.2334525910238,-1.04515762211958,-0.68248589225447,0.352837394168492,0.626327800474372,1.22633129422689,0.307063406094092,0.0534207293821983,-0.130790275289642,0.158670666806268,"20","FV","IR2","Lvl","Somerst","1Fam","1Story","MetalSd","MetalSd","Stone","Ex","PConc","Ex","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y",5.34635297445064
414,-0.217869052920955,-0.820810671011814,-0.77229463778283,0.390722523232461,-1.46227689563768,-1.63927721333739,-0.24468703690091,-0.988032765748344,1.01773388844518,-0.0953910252024271,-0.472843929126839,-0.784503797846999,-0.02394622803365,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.925705063955099,0.626327800474372,-1.89660422650502,0.307063406094092,-0.524169549310221,-0.130790275289642,-0.152167027978576,"30","RM","Reg","Lvl","OldTown","1Fam","1Story","WdShing","Wd Shng","None","TA","CBlock","TA","No","Unf","Gd","Y","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","Y",5.06069784035361
415,-0.327467579424984,-0.855633499510446,0.649468352695249,-0.507415853654135,0.716876528070082,0.418901603364194,-0.24468703690091,-0.875465925835492,-0.139876650415863,0.0722566880525917,-0.695379711906887,1.59100026780433,0.0809678091639876,-0.819697799404456,0.78310230789909,1.2334525910238,0.169957875577836,-0.68248589225447,1.63137985229208,0.626327800474372,0.616978021888954,1.62041231456399,0.957070036368725,-0.0920273892884879,0.318413069617215,"60","RL","IR2","Lvl","SawyerW","1Fam","2Story","VinylSd","VinylSd","None","Gd","PConc","Gd","No","BLQ","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y",5.35793484700045
416,-0.796487564771774,-0.798910745824065,0.649468352695249,-0.507415853654135,1.17912119370506,1.08900633438331,-0.24468703690091,-0.934000682590175,1.71821335007426,0.677651208140159,-0.324954211289006,-0.784503797846999,-0.496928348594809,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,1.15016213518465,0.307063406094092,-0.35648204904468,-1.29802318176901,-0.589299445636619,"20","RL","IR1","Lvl","Gilbert","1Fam","1Story","VinylSd","VinylSd","None","Gd","PConc","Gd","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y",5.25799997779314
417,-0.688682855918487,-0.531620426014822,-0.0614131425437907,1.28886090011906,0.221614386318317,-0.299067751299149,-0.244356998572406,-0.517503374912622,-0.221750873203678,-0.877747020392515,0.100602625058716,0.915955356326223,-0.703936779192152,-0.819697799404456,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,0.0457093290721421,0.307063406094092,-0.151530659831241,-0.130790275289642,-0.152167027978576,"60","RL","Reg","Lvl","Sawyer","1Fam","2Story","HdBoard","HdBoard","BrkFace","TA","CBlock","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y",5.17464119266045
418,-0.127840492685299,0.196731990897222,-0.0614131425437907,0.390722523232461,-1.75943418068874,-1.63927721333739,-0.24468703690091,1.5514751426856,-0.724367629762205,0.747504421996417,-0.25879341309643,2.14458381112721,0.355164791300451,1.08856914462012,0.78310230789909,1.2334525910238,1.38507337327525,-0.68248589225447,2.27065108135388,0.626327800474372,-2.23936544219511,1.62041231456399,1.82345545440735,-0.130790275289642,-0.152167027978576,"70","RL","IR1","Lvl","Crawfor","1Fam","2Story","Wd Sdng","Stucco","None","TA","BrkTil","Gd","No","BLQ","TA","N","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","N",5.37839790094814
419,-0.37114851867897,-0.595944054890859,-0.77229463778283,0.390722523232461,-1.03304970611949,-1.63927721333739,-0.24468703690091,-0.285615684692147,-0.264962268563913,-0.682158021594993,0.018134949505957,0.0984269168198661,-0.134875034173776,1.08856914462012,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,0.352837394168492,-0.924604452482965,-1.40150469273045,-1.0062855023758,-1.08312788352869,-0.130790275289642,-0.152167027978576,"50","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","MetalSd","MetalSd","None","TA","BrkTil","TA","No","ALQ","Fa","N","FuseF","TA","Typ","None","Detchd","Unf","TA","TA","P",5.10037054511756
420,-0.698178721688021,-0.664743656500977,-0.77229463778283,0.390722523232461,-0.108560374849527,-0.777713987741378,-0.24468703690091,0.756753252900863,-0.635670555075406,0.0163741169675855,-0.578469874066716,-0.784503797846999,-0.0506070954601928,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,-0.335136466139066,-1.0062855023758,-0.785016771945507,-0.130790275289642,-0.250274514842738,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","VinylSd","VinylSd","None","TA","CBlock","TA","No","BLQ","Ex","Y","SBrkr","TA","Typ","Fa","Attchd","Unf","TA","TA","Y",5.15228834438306
421,-0.414692158180608,-0.404014583697165,0.649468352695249,-0.507415853654135,0.848946432537219,0.658224721585309,-0.257381786297928,1.95896710317012,-1.19514441079214,0.686964969987661,-0.315528409050876,-0.784503797846999,-0.508046778693699,2.9968360886447,0.78310230789909,-0.755481188974221,-1.04515762211958,0.648707724151998,0.992108623230287,-0.924604452482965,0.769316339973437,2.93376122303388,1.45081656492837,-0.130790275289642,-0.152167027978576,"90","RM","Reg","Lvl","Mitchel","Duplex","SFoyer","VinylSd","VinylSd","BrkFace","TA","PConc","Gd","Gd","GLQ","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y",5.31449922797315
422,0.108976507851717,-0.0798695549004,-0.0614131425437907,1.28886090011906,0.188596910201533,0.753953968873755,-0.861138831004953,1.81713288487993,-0.465099257600793,1.28770260915148,0.0619248865701324,-0.784503797846999,-0.680295247174718,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.992108623230287,0.626327800474372,0.0076247495510213,0.307063406094092,0.263030104714125,0.0632512326558236,-0.152167027978576,"20","RL","IR1","Lvl","NWAmes","1Fam","1Story","CemntBd","CmentBd","Stone","Gd","CBlock","Gd","No","ALQ","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y",5.3324384599156
423,0.138382412154842,0.172366988433939,-0.77229463778283,-0.507415853654135,-0.570805040484507,-1.4478187187605,-0.24468703690091,-0.988032765748344,0.972248209118615,-0.141959834439932,-0.356096137020144,-0.784503797846999,0.011507863238987,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-1.56497629301689,-0.924604452482965,-0.868320579434757,0.307063406094092,0.221108229647739,-0.130790275289642,-0.152167027978576,"20","RL","Reg","HLS","Mitchel","1Fam","1Story","HdBoard","HdBoard","None","TA","CBlock","TA","No","Unf","Ex","Y","FuseA","TA","Typ","None","Attchd","RFn","TA","TA","N",5.05307844348342
424,-0.323398055017213,-0.919617555643921,1.36034984793429,-0.507415853654135,0.881963908654004,0.658224721585309,0.319015873109326,1.2317853173331,-0.173990909910786,0.980348468183943,-0.0911763406766101,1.92501903023121,0.357473342163205,1.08856914462012,0.78310230789909,1.2334525910238,1.38507337327525,-0.68248589225447,0.992108623230287,0.626327800474372,0.807400919494558,1.62041231456399,1.0409137865015,-0.130790275289642,-0.554541315977905,"60","RL","Reg","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","No","GLQ","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y",5.4983105537896
425,-0.940214397683062,-0.835795073249683,-0.0614131425437907,-0.507415853654135,-0.504770088250939,-1.35208947147205,-0.812264833000023,0.398790701977994,0.044340350856719,0.342355781630122,-1.00247486754887,-0.784503797846999,-0.215907886824387,1.08856914462012,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,0.626327800474372,-0.792151420392515,-1.0062855023758,-0.817622674774918,-0.130790275289642,-1.31096051408461,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","Gd","No","LwQ","Gd","Y","FuseA","TA","Typ","Gd","Attchd","RFn","TA","TA","Y",5.14301480025409
426,-0.37114851867897,-0.0624470665677087,0.649468352695249,2.18699927700565,-0.834944849418782,0.371036979719971,-0.24468703690091,-0.988032765748344,0.20581451246602,-0.926644270091895,0.0681215583282936,0.808508761419673,-0.657848617322313,-0.819697799404456,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,-0.286433834893304,2.17726005343171,-1.1349126360826,-1.0062855023758,-1.08312788352869,-0.130790275289642,-0.152167027978576,"60","RM","Reg","HLS","OldTown","1Fam","2Story","HdBoard","HdBoard","None","TA","CBlock","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","P",5.13033376849501
427,-1.18500811975579,-0.467513014277582,0.649468352695249,-0.507415853654135,0.584806623602945,0.227443108787303,-0.612113897571118,2.42949649400585,-1.27474434961362,1.09211361035396,0.101152209095326,-0.784503797846999,-0.532672824863387,1.08856914462012,0.78310230789909,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.925705063955099,0.626327800474372,0.464639703804471,0.307063406094092,0.449349549453615,-0.967725402873495,-0.152167027978576,"80","RL","Reg","Low","SawyerW","1Fam","SLvl","Wd Sdng","Wd Sdng","BrkFace","Gd","PConc","Gd","Gd","GLQ","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y",5.43933269383026
428,-0.468716741866498,-0.703153374679718,-1.48317613302187,0.390722523232461,-0.471752612134154,-1.30422484782783,-0.24468703690091,-0.339647767850316,0.133037425543518,-0.330563511851828,-0.186617437304679,-0.784503797846999,0.075495813720319,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.487474784223549,-1.0062855023758,-0.561433438258119,-0.130790275289642,-0.152167027978576,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","None","TA","CBlock","TA","No","Rec","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y",5.03745837159532
429,-0.610156654462472,-0.363898677256333,0.649468352695249,-0.507415853654135,1.17912119370506,1.08900633438331,-1.4355054489802,0.506854868294332,-0.0375338719310954,0.370297067172625,-0.884125962795016,-0.784503797846999,-0.233501871211992,1.08856914462012,0.78310230789909,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,-0.924604452482965,1.15016213518465,0.307063406094092,0.724170730444363,-1.04641972391435,-0.99948129586986,"20","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","No","GLQ","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y",5.29092455938275
430,0.435491019459336,-0.772715528692492,-0.0614131425437907,-0.507415853654135,0.55178914748616,0.17957848514308,-0.24468703690091,1.27456071649998,-0.394596454644619,0.798730112157673,-0.180399583563222,-0.784503797846999,-0.760509233057896,1.08856914462012,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,0.42655512428335,0.307063406094092,0.481955452283025,-0.130790275289642,-0.152167027978576,"20","RL","IR1","Lvl","Timber","1Fam","1Story","HdBoard","HdBoard","None","TA","CBlock","Gd","Mn","GLQ","TA","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y",5.24303804868629
431,0.338683653074891,0.0348553603320398,-0.0614131425437907,-0.507415853654135,-0.0095079464991735,-0.63412011680871,-0.1352491876895,-0.116765424822869,-1.05641308884612,-1.31782226768694,0.243347112273115,0.392737155042155,0.0123581681553129,-0.819697799404456,-1.02696855750633,1.2334525910238,-1.04515762211958,-0.68248589225447,-1.56497629301689,-0.924604452482965,-0.220882727575703,-1.0062855023758,-0.971336216684997,-0.130790275289642,-0.152167027978576,"160","RM","Reg","Lvl","BrDale","Twnhs","2Story","HdBoard","HdBoard","BrkFace","TA","CBlock","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y",4.93145787068901
432,-0.37114851867897,-0.234146673255553,-0.0614131425437907,1.28886090011906,-1.69339922845518,0.658224721585309,-0.24468703690091,-0.988032765748344,0.774385504048064,-0.34453415462308,-0.74257276956448,-0.527566288287859,-0.218791164696786,-0.819697799404456,-1.02696855750633,-0.755481188974221,1.38507337327525,-0.68248589225447,0.352837394168492,-0.924604452482965,-0.411305625181307,-2.31963441084569,-2.20104455196563,-0.130790275289642,-0.121666711232289,"50","RM","IR1","Bnk","OldTown","1Fam","1.5Fin","MetalSd","MetalSd","None","TA","BrkTil","TA","No","Unf","Gd","Y","SBrkr","TA","Typ","None","None","None","None","None","N",4.90254677931399
433,0.310924235898588,0.0223559741555064,-0.77229463778283,-0.507415853654135,-0.0095079464991735,-0.63412011680871,0.187615333877613,0.0723468662307228,-0.60610486351314,-0.661202057438115,0.00829383301599004,0.616973527021041,-0.57160401115778,1.08856914462012,-1.02696855750633,1.2334525910238,-1.04515762211958,-0.68248589225447,-0.286433834893304,-0.924604452482965,-0.220882727575703,0.307063406094092,-0.151530659831241,0.0632512326558236,-0.774532984227822,"160","RM","Reg","Lvl","BrDale","TwnhsE","2Story","HdBoard","HdBoard","BrkFace","TA","CBlock","TA","No","ALQ","Ex","Y","SBrkr","TA","Min1","None","Detchd","Unf","TA","TA","Y",5.08813608870055
